id,email,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge
1455,keki22@school.com,Keki Tamang,Kathmandu,12,5,79,0.51,17,Farmer,Housewife,IL,UM,Y,76.71,53,Overdue,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 15:59:59,10/03/2023 02:59:59,28/03/2023 19:59:59,19/04/2023 06:59:59","Lately, I've been distracted because Mathematics is taking up all my energy.",M
1456,namrata23@school.com,Namrata Raut,Itahari,10,76,54,1.61,6,Retired,Business,UM,UM,Y,64.81,19,Overdue,3,6,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","27/02/2023 17:59:59,19/03/2023 03:59:59,09/04/2023 21:59:59,25/04/2023 01:59:59","To be fair, I'm tense because Physics is causing me some anxiety.",F
1457,namrata24@school.com,Namrata Pathak,Butwal,12,92,91,1.19,11,Service,Business,Degree,Degree,N,88.51,84,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 14:59:59,11/03/2023 15:59:59,30/03/2023 05:59:59,18/04/2023 01:59:59","It's a busy, and Biology is staying the same.",M
1458,namrata25@school.com,Namrata Lamichhane,Hetauda,12,94,97,1.55,19,Retired,Others,IL,10,N,92.6,89,Paid,3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 18:59:59,13/03/2023 10:59:59,02/04/2023 04:59:59,22/04/2023 08:59:59","I'm passionate, and Biology is going well.",F
1459,sushma29@school.com,Sushma Khadka,Lalitpur,12,100,30,1.21,12,Other,Service,PG,12,N,62.21,28,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 18:59:59,11/03/2023 10:59:59,02/04/2023 13:59:59,19/04/2023 12:59:59","Lately, I've been low because Chemistry is where I'm struggling the most.",M
1460,aayush23@school.com,Aayush Khatiwada,Dhangadhi,9,55,24,0.84,13,Service,Others,IL,Degree,Y,73.24,49,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 12:59:59,15/03/2023 15:59:59,29/03/2023 07:59:59,18/04/2023 03:59:59","Lately, I've been hopeless because Physics is too much right now.",F
1461,anmol24@school.com,Anmol Khadka,Ghorahi,9,35,93,0.35,4,Service,Others,PG,UM,Y,72.79,95,Paid,3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 21:59:59,11/03/2023 13:59:59,30/03/2023 20:59:59,21/04/2023 08:59:59","Lately, I've been exhausted because Physics is where I'm struggling the most.",F
1462,sushma30@school.com,Sushma Pathak,Bharatpur,9,92,7,0.48,8,Retired,Retired,UM,PG,N,67.93,24,Overdue,4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 06:59:59,14/03/2023 13:59:59,31/03/2023 17:59:59,20/04/2023 06:59:59","Honestly, I'm very tired because Physics is confusing for me.",M
1463,swastima27@school.com,Swastima Lamichhane,Itahari,12,51,4,1.76,1,Other,Retired,UM,10,N,65.91,35,Overdue,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 17:59:59,11/03/2023 03:59:59,01/04/2023 11:59:59,20/04/2023 15:59:59","Lately, I've been exhausted because Biology is stressing me out.",M
1464,anmol25@school.com,Anmol Adhikari,Butwal,10,74,43,0.45,16,Business,Business,12,PG,N,66.31,24,Overdue,2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 15:59:59,06/03/2023 11:59:59,02/04/2023 09:59:59,15/04/2023 17:59:59","Currently, I'm worried because Physics is hard to keep up with.",F
1465,anmol26@school.com,Anmol Basnet,Ghorahi,9,30,25,0.75,17,Business,Others,12,UM,N,90.76,17,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 18:59:59,15/03/2023 06:59:59,27/03/2023 08:59:59,18/04/2023 17:59:59",I'm feeling frustrated because Physics is causing me some anxiety.,F
1466,sunil20@school.com,Sunil KC,Biratnagar,9,44,24,0.83,17,Service,Housewife,UM,10,Y,94.18,17,Paid,2,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 02:59:59,14/03/2023 22:59:59,29/03/2023 01:59:59,19/04/2023 17:59:59","Currently, I'm hopeless because English is hard to keep up with.",F
1467,sunil21@school.com,Sunil Basnet,Itahari,12,96,84,1.54,11,Other,Housewife,Degree,UM,N,89.14,94,Paid,4,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 23:59:59,10/03/2023 09:59:59,02/04/2023 06:59:59,20/04/2023 01:59:59","Currently focused, and Chemistry is going well.",M
1468,rekha23@school.com,Rekha Lamichhane,Hetauda,11,91,94,0.37,14,Business,Retired,Degree,IL,N,95.86,80,Paid,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 08:59:59,06/03/2023 21:59:59,31/03/2023 20:59:59,23/04/2023 21:59:59","Things are steady, and Physics is staying the same.",M
1469,anmol27@school.com,Anmol KC,Dharan,11,22,26,0.89,15,Service,Housewife,10,12,Y,81.11,54,Paid,5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 20:59:59,10/03/2023 16:59:59,31/03/2023 02:59:59,20/04/2023 02:59:59","Honestly, I'm distracted because Physics is confusing for me.",F
1470,anmol28@school.com,Anmol Lamichhane,Dhangadhi,10,65,62,1.43,19,Farmer,Service,PG,Degree,Y,87.42,57,Overdue,4,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 17:59:59,03/03/2023 23:59:59,28/03/2023 11:59:59,15/04/2023 11:59:59","To be fair, I'm confused because Mathematics is hard to keep up with.",F
1471,barsha22@school.com,Barsha Paudel,Dharan,12,60,12,1.41,8,Other,Retired,Degree,12,N,99.1,35,Paid,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 22:59:59,11/03/2023 20:59:59,30/03/2023 17:59:59,17/04/2023 09:59:59","Honestly, I'm tense because Physics is confusing for me.",F
1472,keki23@school.com,Keki Paudel,Janakpur,9,75,66,0.74,2,Retired,Retired,Degree,Degree,Y,41.21,38,Paid,3,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","28/02/2023 14:59:59,25/03/2023 04:59:59,12/04/2023 04:59:59,25/04/2023 02:59:59",I'm feeling stressed because Biology is causing me some anxiety.,F
1473,aayush24@school.com,Aayush Baniya,Dhangadhi,10,65,10,1.67,3,Other,Business,10,UM,N,78.75,94,Overdue,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 05:59:59,04/03/2023 21:59:59,31/03/2023 10:59:59,20/04/2023 01:59:59","Currently motivated, and Physics is manageable.",F
1474,shrinkhala22@school.com,Shrinkhala Lamichhane,Butwal,11,37,13,1.39,16,Farmer,Service,12,Degree,Y,88.55,84,Paid,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 16:59:59,08/03/2023 13:59:59,04/04/2023 04:59:59,23/04/2023 02:59:59","Currently, I'm disinterested because Biology is stressing me out.",M
1475,sushma31@school.com,Sushma Baniya,Itahari,9,68,10,0.3,20,Farmer,Others,10,PG,Y,70.24,4,Paid,1,3,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 09:59:59,11/03/2023 14:59:59,26/03/2023 12:59:59,21/04/2023 16:59:59",I'm feeling isolated because English is confusing for me.,F
1476,namrata26@school.com,Namrata Thapa,Kathmandu,9,90,60,1.77,14,Farmer,Business,IL,PG,Y,64.67,35,Paid,1,6,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 23:59:59,24/03/2023 07:59:59,06/04/2023 04:59:59,02/05/2023 04:59:59",I'm feeling worried because English is confusing for me.,F
1477,nischal15@school.com,Nischal Shah,Hetauda,11,38,14,0.97,6,Farmer,Retired,UM,IL,N,92.52,91,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 21:59:59,08/03/2023 17:59:59,29/03/2023 20:59:59,26/04/2023 19:59:59","Currently vibrant, and Physics is going well.",M
1478,keki24@school.com,Keki Paudel,Bharatpur,9,97,92,1.5,20,Retired,Housewife,PG,10,N,92.34,86,Paid,5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 19:59:59,14/03/2023 06:59:59,01/04/2023 19:59:59,18/04/2023 04:59:59","Everything is great, especially since great, and Physics is better than I thought.",M
1479,sunil22@school.com,Sunil Tamang,Birgunj,11,28,21,1.53,5,Farmer,Others,Degree,UM,N,69.85,47,Paid,3,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 23:59:59,08/03/2023 22:59:59,31/03/2023 14:59:59,21/04/2023 13:59:59","I'm feeling normal, and Physics is staying the same.",M
1480,rekha24@school.com,Rekha Karki,Ghorahi,12,83,54,1.05,18,Retired,Others,IL,Degree,Y,41.55,41,Paid,1,10,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","24/02/2023 05:59:59,23/03/2023 00:59:59,09/04/2023 13:59:59,26/04/2023 18:59:59","Honestly, I'm low because Physics is causing me some anxiety.",F
1481,shrinkhala23@school.com,Shrinkhala Shrestha,Lalitpur,10,63,73,0.11,7,Service,Others,IL,Degree,N,60.28,33,Overdue,5,3,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 07:59:59,04/03/2023 04:59:59,31/03/2023 13:59:59,19/04/2023 06:59:59",I'm feeling unmotivated because Chemistry is confusing for me.,F
1482,keki25@school.com,Keki Magar,Bharatpur,11,21,11,1.58,9,Business,Business,PG,12,N,94.82,61,Paid,3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 12:59:59,12/03/2023 04:59:59,30/03/2023 15:59:59,20/04/2023 10:59:59","Mostly busy, and Biology is taking standard effort.",M
1483,arpan25@school.com,Arpan Thapa,Lalitpur,11,82,67,1.93,12,Business,Others,PG,10,Y,61.02,16,Paid,5,10,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","27/02/2023 12:59:59,22/03/2023 20:59:59,13/04/2023 17:59:59,01/05/2023 14:59:59","Lately, I've been confused because English is where I'm struggling the most.",M
1484,saugat29@school.com,Saugat Rai,Butwal,10,31,84,0.67,12,Farmer,Others,Degree,Degree,N,75.08,90,Overdue,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 16:59:59,04/03/2023 06:59:59,30/03/2023 00:59:59,18/04/2023 17:59:59","Genuinely resilient, and Physics is going well.",F
1485,arpan26@school.com,Arpan Khatiwada,Itahari,9,84,15,0.5,3,Business,Others,PG,12,N,86.31,19,Paid,2,3,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 05:59:59,14/03/2023 09:59:59,26/03/2023 22:59:59,21/04/2023 21:59:59",I'm feeling low because Biology is taking up all my energy.,F
1486,swastima28@school.com,Swastima Malla,Dharan,11,75,57,0.14,17,Service,Retired,PG,Degree,Y,52.22,26,Paid,1,7,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","21/02/2023 14:59:59,23/03/2023 16:59:59,11/04/2023 10:59:59,30/04/2023 07:59:59","Honestly, I'm unmotivated because Biology is hard to keep up with.",F
1487,arpan27@school.com,Arpan Khatiwada,Biratnagar,9,96,82,1.69,6,Other,Business,PG,10,N,96.69,81,Paid,4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 08:59:59,14/03/2023 16:59:59,27/03/2023 14:59:59,21/04/2023 02:59:59","Things are busy, and Nepali is just another task.",M
1488,paras19@school.com,Paras Basnet,Janakpur,11,81,86,0.1,19,Retired,Others,IL,IL,N,91.8,83,Paid,2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 20:59:59,09/03/2023 14:59:59,31/03/2023 20:59:59,21/04/2023 21:59:59","It's a fine, and Biology is staying the same.",F
1489,shrinkhala24@school.com,Shrinkhala Shrestha,Janakpur,10,98,100,0.98,3,Farmer,Service,12,IL,N,94.21,92,Paid,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 20:59:59,08/03/2023 02:59:59,01/04/2023 02:59:59,16/04/2023 04:59:59","Feeling energized, and Chemistry is my favorite part of the week.",F
1490,barsha23@school.com,Barsha Gurung,Birgunj,12,100,14,1.94,19,Service,Housewife,IL,PG,N,87.18,50,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 17:59:59,10/03/2023 20:59:59,27/03/2023 06:59:59,19/04/2023 08:59:59","I'm feeling okay, and Biology is just another task.",F
1491,paras20@school.com,Paras Gurung,Pokhara,9,21,35,1.79,13,Retired,Business,10,12,Y,80.52,45,Paid,3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 11:59:59,11/03/2023 15:59:59,29/03/2023 15:59:59,19/04/2023 19:59:59","Currently, I'm exhausted because English is stressing me out.",F
1492,shilpa30@school.com,Shilpa KC,Itahari,12,93,67,1.37,8,Farmer,Retired,UM,12,Y,52.27,41,Paid,3,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","24/02/2023 23:59:59,21/03/2023 01:59:59,08/04/2023 20:59:59,04/05/2023 14:59:59","Currently, I'm burnt out because Mathematics is confusing for me.",M
1493,nischal16@school.com,Nischal Khatiwada,Bharatpur,10,91,87,0.57,12,Retired,Housewife,10,PG,N,95.05,99,Paid,1,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 15:59:59,05/03/2023 12:59:59,01/04/2023 23:59:59,15/04/2023 23:59:59","Genuinely happy, and Chemistry is my favorite part of the week.",M
1494,paras21@school.com,Paras Magar,Janakpur,11,86,100,0.89,18,Other,Retired,UM,Degree,N,98,95,Paid,5,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 04:59:59,06/03/2023 08:59:59,31/03/2023 20:59:59,22/04/2023 20:59:59","I'm resilient, and Physics is going well.",F
1495,arpan28@school.com,Arpan Adhikari,Biratnagar,12,94,69,1.91,12,Retired,Housewife,12,Degree,Y,47.61,35,Overdue,4,8,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","28/02/2023 05:59:59,22/03/2023 09:59:59,09/04/2023 00:59:59,28/04/2023 13:59:59",I'm feeling distracted because Mathematics is hard to keep up with.,F
1496,shilpa31@school.com,Shilpa Rai,Biratnagar,12,90,54,0.58,13,Service,Service,Degree,IL,Y,46.47,38,Paid,2,10,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","28/02/2023 04:59:59,20/03/2023 19:59:59,05/04/2023 06:59:59,30/04/2023 06:59:59",I'm feeling distracted because Biology is confusing for me.,F
1497,priyanka29@school.com,Priyanka Magar,Itahari,10,21,59,1.83,2,Farmer,Business,Degree,UM,Y,67.1,42,Paid,5,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 18:59:59,04/03/2023 07:59:59,29/03/2023 14:59:59,19/04/2023 04:59:59","Honestly, I'm confused because Physics is too much right now.",M
1498,sunil23@school.com,Sunil Khatiwada,Lalitpur,12,47,86,1.77,3,Business,Others,UM,UM,N,93.63,34,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 05:59:59,07/03/2023 11:59:59,01/04/2023 14:59:59,21/04/2023 01:59:59","Currently, I'm tense because Chemistry is causing me some anxiety.",F
1499,barsha24@school.com,Barsha Gurung,Biratnagar,11,31,51,0.89,8,Service,Service,PG,Degree,N,94.29,33,Paid,3,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 15:59:59,07/03/2023 11:59:59,30/03/2023 10:59:59,26/04/2023 07:59:59","Honestly, I'm distracted because Biology is causing me some anxiety.",F
